plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision
317,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,medium,2026-04-03,d562a384c2,d562a384c26145075ad15419b28a8e5bc458a8fd,Etienne,Remove direct execution feature flag - WIP (#19254),improvement,"packages/twenty-server (97), packages/twenty-client-sdk (3), packages/twenty-front (1), packages/twenty-shared (1)",102,647,629,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/d562a384c26145075ad15419b28a8e5bc458a8fd,yes
318,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,high,2026-04-06,d3f0162cf5,d3f0162cf59ac1f42249e0bd1aa6ddf1e5b0da65,neo773,Remove connected account feature flag (#19286),improvement,"packages/twenty-server (230), packages/twenty-front (11), packages/twenty-client-sdk (3), packages/twenty-shared (2)",246,4313,5521,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/d3f0162cf59ac1f42249e0bd1aa6ddf1e5b0da65,yes
319,6,Features & Enhancements,6G,Code & Build Improvements,6G-05,low,2026-04-07,8702300b07,8702300b071b56fccb7aa49619ef7fcb04b077de,martmull,App feedbacks fix option id required in apps (#19386),platform_improvement,"packages/twenty-apps (22), packages/twenty-sdk (6), packages/twenty-server (3), packages/twenty-client-sdk (2)",36,333,5062,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/8702300b071b56fccb7aa49619ef7fcb04b077de,yes
320,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-04,f09a9cc25a,f09a9cc25a00af5b76fee698e50e06c07c8026ce,Thomas Trompette,Replace align-center with padding (#18384),cosmetic,packages/twenty-front (1),1,2,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/f09a9cc25a00af5b76fee698e50e06c07c8026ce,yes
321,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-04,999dcd4468,999dcd44684713d3bbeac6ee4a68e1a8ced85e56,martmull,Increase size of input in test setting logic function tab (#18369),cosmetic,"packages/twenty-front (10), packages/twenty-ui (5)",15,249,64,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/999dcd44684713d3bbeac6ee4a68e1a8ced85e56,yes
322,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-05,4797f97a95,4797f97a95296fed316145ed8e536d71627b4907,Charles Bochet,fix: vertical alignment of +N More tab overflow button (#18446),cosmetic,packages/twenty-front (4),4,69,59,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/4797f97a95296fed316145ed8e536d71627b4907,yes
323,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-06,aa062644c8,aa062644c88481c9c27f618a0649c72fff273813,Lakshay Manchanda,Fixed scrollbar height issue in Kanban view and adjusted the calendar view to adjust with the new change (#18367),cosmetic,packages/twenty-front (2),2,5,3,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/aa062644c88481c9c27f618a0649c72fff273813,yes
324,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-06,1c898f36d6,1c898f36d697e7438113fc602cb4d551d04a2a91,BugIsGod,Fix workflow nodes color in dark mode (#18456),cosmetic,packages/twenty-front (1),1,2,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/1c898f36d697e7438113fc602cb4d551d04a2a91,yes
325,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-10,6e628bb751,6e628bb751bc0933907034326ffafd342f894a27,Thomas Trompette,Fix add more tab bottom separator (#18529),cosmetic,packages/twenty-front (6),6,33,87,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/6e628bb751bc0933907034326ffafd342f894a27,yes
326,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-13,3054679411,3054679411dc648386603aa292af3ea81a9c8355,williamjusticedavis,fix: add missing React key props to ButtonGroup and FloatingButtonGro… (#18615),cosmetic,packages/twenty-ui (2),2,12,12,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/3054679411dc648386603aa292af3ea81a9c8355,yes
327,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-16,93bd4960e3,93bd4960e3d806add5515abb13c789765082d4a5,Baptiste Devessier,Fix styles side column (#18632),cosmetic,packages/twenty-front (3),3,104,92,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/93bd4960e3d806add5515abb13c789765082d4a5,yes
328,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-17,1735c7527c,1735c7527cb49349fb98d61f18926f8ef3c2c02e,neo773,fix 2FA UI layout (#18688),cosmetic,packages/twenty-front (1),1,5,0,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/1735c7527cb49349fb98d61f18926f8ef3c2c02e,yes
329,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-18,a74edbf715,a74edbf7153c02ac35560163519eeba60c2f96ed,Charles Bochet,fix: route object color through standardOverrides for standard objects (#18717),cosmetic,"packages/twenty-server (8), packages/twenty-front (1)",9,227,26,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/a74edbf7153c02ac35560163519eeba60c2f96ed,yes
330,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-18,8ccaf635bc,8ccaf635bc242edd1d90ba8b84acf4c58c82bbfc,BugIsGod,fix: replace > button with button selector in styled wrappers (#18568),cosmetic,packages/twenty-front (2),2,3,3,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/8ccaf635bc242edd1d90ba8b84acf4c58c82bbfc,yes
331,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-23,24055527c8,24055527c81f45206846ba79f90271cc445b4192,Abdul Rahman,"Rename ""New sidebar item"" to ""New menu item"" (#18859)",cosmetic,packages/twenty-front (5),5,22,22,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/24055527c81f45206846ba79f90271cc445b4192,yes
332,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-23,c6d4162b73,c6d4162b73bb35c05564eee56a82a78ff37d1a6f,Thomas Trompette,Fix: Background color selected row + border bottom settings tab (#18870),cosmetic,packages/twenty-front (2),2,12,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/c6d4162b73bb35c05564eee56a82a78ff37d1a6f,yes
333,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-24,493830204a,493830204a349e9b56be509df972d54e1e4232d3,nitin,[AI] Fix new chat button stacking side panel and auto-focus editor (#18875),cosmetic,packages/twenty-front (5),5,17,15,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/493830204a349e9b56be509df972d54e1e4232d3,yes
334,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-24,ec459d8dc8,ec459d8dc834e1d7dd96b80d931d61e523cd70a6,Abdul Rahman,Fix cropped view/link overlay icons in collapsed navigation sidebar (#18883),cosmetic,packages/twenty-front (2),2,14,4,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/ec459d8dc834e1d7dd96b80d931d61e523cd70a6,yes
335,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-24,2317a701bd,2317a701bdad42419da9c2dbca9e271527408fc3,martmull,Fix double arrow (#18916),cosmetic,packages/twenty-front (1),1,1,7,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/2317a701bdad42419da9c2dbca9e271527408fc3,yes
336,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-25,766f956a15,766f956a15176517da8117d9d8ed3e2042668dcc,Abdul Rahman,Set system object icon colors to gray in New menu item flows (#18862),cosmetic,packages/twenty-front (23),23,209,214,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/766f956a15176517da8117d9d8ed3e2042668dcc,yes
337,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-25,b642d1b114,b642d1b114362cd42f59f611f27d0c173ffd3fee,Abdul Rahman,"Animate the sidebar when opening/closing an element in the ""opened"" section (#18867)",cosmetic,packages/twenty-front (5),5,12,45,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/b642d1b114362cd42f59f611f27d0c173ffd3fee,yes
338,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-26,578d990b9c,578d990b9cec17dc0e90d53677ab344409c3fd7f,nitin,[AI] Match ai chat composer to figma (#18874),cosmetic,"packages/twenty-front (24), packages/twenty-server (19), packages/twenty-shared (5), packages/twenty-ui (2)",50,641,406,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/578d990b9cec17dc0e90d53677ab344409c3fd7f,yes
339,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-26,29979f535d,29979f535dc403eafda1b19818028b55df98c7f4,nitin,[Ai] fix overflow on new chat button (#18996),cosmetic,packages/twenty-front (1),1,19,4,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/29979f535dc403eafda1b19818028b55df98c7f4,yes
340,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-26,b171a23216,b171a23216941901bac7d19e1ed4830f1c8b406d,nitin,[AI] replace custom styles with MenuItem and SidePanelGroup in AI agent persmissions tab (#19003),cosmetic,packages/twenty-front (9),9,198,339,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/b171a23216941901bac7d19e1ed4830f1c8b406d,yes
341,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-26,695518a15e,695518a15e5ec50f9f4371161b00901312fb97b0,Thomas des Francs,Fix not shared chip height + hard coded border radius (#19020),cosmetic,packages/twenty-front (1),1,4,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/695518a15e5ec50f9f4371161b00901312fb97b0,yes
342,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-30,cb85a1b5a3,cb85a1b5a385b939bc30fa9cb611d81f01b17749,Raphaël Bosi,Fix record name hover (#19109),cosmetic,packages/twenty-front (2),2,3,3,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/cb85a1b5a385b939bc30fa9cb611d81f01b17749,yes
343,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-30,6c128a35dd,6c128a35dd91ad968a61ae2a68f3245ac2ea5723,Raphaël Bosi,Fix cropped calendar event name (#19126),cosmetic,packages/twenty-front (1),1,1,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/6c128a35dd91ad968a61ae2a68f3245ac2ea5723,yes
344,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-30,2263e14394,2263e143949b416bb804a26294b8e66c6c5fd1f3,Thomas des Francs,clean paddings in favorites section (#19112),cosmetic,packages/twenty-front (2),2,14,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/2263e143949b416bb804a26294b8e66c6c5fd1f3,yes
345,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-31,08f019e9c9,08f019e9c97a02a9630cf03d21b90cc23a0b366d,nitin,[AI] More tab new design (#19165),cosmetic,"packages/twenty-front (8), packages/twenty-ui (2)",10,235,235,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/08f019e9c97a02a9630cf03d21b90cc23a0b366d,yes
346,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-31,c23961fa81,c23961fa817598b0b676b9df7d4bf9fa3efb21d4,Abdul Rahman,Fix navbar object color not updating immediately when changed in edit mode (#19075),cosmetic,packages/twenty-front (5),5,46,21,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/c23961fa817598b0b676b9df7d4bf9fa3efb21d4,yes
347,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-04-02,19c710b87f,19c710b87ff9fb1c252e1a8990a69ec5ae3287a0,nitin,fix read only text editor color (#19223),cosmetic,packages/twenty-front (1),1,1,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/19c710b87ff9fb1c252e1a8990a69ec5ae3287a0,yes
348,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-04-02,223943550c,223943550c56f8643544ddbf8370ca458cf30085,nitin,[AI] Unify code-interpreter streaming rendering and fix assistant width jitter (#19235),cosmetic,"packages/twenty-front (6), packages/twenty-server (3)",9,126,31,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/223943550c56f8643544ddbf8370ca458cf30085,yes
349,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-04-02,c854d28d60,c854d28d6053345adf387fd8c883e78c3f8bb9df,nitin,fix: make models.dev provider logos theme-aware (#19225),cosmetic,packages/twenty-front (1),1,8,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/c854d28d6053345adf387fd8c883e78c3f8bb9df,yes
350,7,UX Polish & Cosmetic,7A,Visual Polish,7A-04,low,2026-04-02,45c1c60acc,45c1c60acc89dc640ec92e5c0e7f1072624eb6db,Charles Bochet,"Fix maintenance mode banner button color, timezone and date picker UX (#19255)",cosmetic,"packages/twenty-front (3), packages/twenty-server (2), packages/twenty-ui (1)",6,240,98,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/45c1c60acc89dc640ec92e5c0e7f1072624eb6db,yes
351,7,UX Polish & Cosmetic,7A,Visual Polish,7A-04,low,2026-04-02,6f89098340,6f89098340f5bac5281c0d48ba61e954a2645503,Baptiste Devessier,Prevent hovered tab to overflow (#19259),cosmetic,packages/twenty-ui (1),1,1,0,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/6f89098340f5bac5281c0d48ba61e954a2645503,yes
352,7,UX Polish & Cosmetic,7A,Visual Polish,7A-04,low,2026-04-02,779e613df3,779e613df39b68334d03506eaa87faef2d94729e,Thomas Trompette,Fixes: relation settings design + workflow input border (#19269),cosmetic,packages/twenty-front (3),3,25,47,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/779e613df39b68334d03506eaa87faef2d94729e,yes
353,7,UX Polish & Cosmetic,7A,Visual Polish,7A-04,low,2026-04-03,f01bcf60ee,f01bcf60eeee6b6034ca064282f5710cc98390f2,nitin,[AI] Fix record chips not rendering inside markdown tables in AI chat (#19260),cosmetic,packages/twenty-front (1),1,23,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/f01bcf60eeee6b6034ca064282f5710cc98390f2,yes
354,7,UX Polish & Cosmetic,7A,Visual Polish,7A-04,low,2026-04-06,bad488494f,bad488494f4e90b00c3ede3f83a4c165b1f252d6,Neil Kanakia,Fix dark mode text color on permissions tab empty stat (#19336) (#19340),cosmetic,packages/twenty-front (10),10,70,50,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/bad488494f4e90b00c3ede3f83a4c165b1f252d6,yes
355,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-03-02,a06abb1d60,a06abb1d60f1d3d5f36169b0ae61de2601bcae67,Baptiste Devessier,Fields widget rename group (#18169),ux_tweak,packages/twenty-front (4),4,283,17,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/a06abb1d60f1d3d5f36169b0ae61de2601bcae67,yes
356,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-03-04,5b544809f7,5b544809f7b90fd0e10e293b2212b33668265047,Baptiste Devessier,Support ungrouped fields + improve edition UX (#18224),ux_tweak,packages/twenty-front (36),36,1840,283,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/5b544809f7b90fd0e10e293b2212b33668265047,yes
357,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-03-06,a79b816117,a79b816117928d1e82d6ef7d92ed1659a5d5da8d,Baptiste Devessier,Allow users to set where new fields must be created in a record page layout (#18420),ux_tweak,"packages/twenty-front (16), packages/twenty-ui (3)",19,579,15,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/a79b816117928d1e82d6ef7d92ed1659a5d5da8d,yes
358,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-03-09,a9696705c1,a9696705c1ce5cda402a3b07001081b61680ee86,Baptiste Devessier,Make all widgets of record page layouts non-editable except Fields widgets (#18471),ux_tweak,packages/twenty-front (3),3,40,19,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/a9696705c1ce5cda402a3b07001081b61680ee86,yes
359,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-04-02,b1a7155431,b1a7155431e363f15aa4644daccc4b34b36410ee,Baptiste Devessier,Disable edition for record page layouts disabled in the side panel (#19248),ux_tweak,packages/twenty-front (2),2,20,6,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/b1a7155431e363f15aa4644daccc4b34b36410ee,yes
360,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-04-02,aadbf67ec8,aadbf67ec80b5c35cb30e829a70158912bfa0d7d,nitin,[CommandMenu] Disable record selection dropdown on record pages in command menu editor (#19264),ux_tweak,packages/twenty-front (2),2,32,7,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/aadbf67ec80b5c35cb30e829a70158912bfa0d7d,yes
361,7,UX Polish & Cosmetic,7B,UX Behavior Tweaks,7B-01,low,2026-04-03,f8c3960cf2,f8c3960cf2c75f79cd80804db4a7af8334e4d10c,martmull,Disable setting tab when empty (#19315),ux_tweak,"packages/twenty-front (7), packages/twenty-ui (1)",8,108,234,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/f8c3960cf2c75f79cd80804db4a7af8334e4d10c,yes
362,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-02,37bcb35391,37bcb353914a4a3dd77bc442366122fb69029536,Weiko,Migrate pagelayout position frontend (#18229),ambiguous_improvement,"packages/twenty-front (12), packages/twenty-server (3)",15,140,14,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/37bcb353914a4a3dd77bc442366122fb69029536,yes
363,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-03,58e37a118c,58e37a118cb59c7fcd0ba72e8f17086cc4357d88,Paul Rastoin,Builder runs delete update and then create (#18272),ambiguous_improvement,packages/twenty-server (3),3,489,74,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/58e37a118cb59c7fcd0ba72e8f17086cc4357d88,yes
364,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-04,c94657dc0a,c94657dc0ad5d51f39fb4c13e1b00b4055db345d,Abdul Rahman,Navbar AI chats followup (#18336),ambiguous_improvement,"packages/twenty-front (12), packages/twenty-server (4)",16,397,72,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/c94657dc0ad5d51f39fb4c13e1b00b4055db345d,yes
365,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-05,1b9d188e4a,1b9d188e4a5d0e74d01feb6f7debcf2ca409b59d,Lucas Bordeau,Added SSE effect for view relations objects (#18386),ambiguous_improvement,packages/twenty-front (22),22,382,158,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/1b9d188e4a5d0e74d01feb6f7debcf2ca409b59d,yes
366,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-05,1acbf28316,1acbf28316f32dffdff18fa54b21dd7d1a14118f,martmull,Only update value at creation (#18350),ambiguous_improvement,packages/twenty-server (2),2,137,47,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/1acbf28316f32dffdff18fa54b21dd7d1a14118f,yes
367,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,medium,2026-03-05,cfeea43eaf,cfeea43eafe6eff4f650235b3ae1f03ff2ca7ed9,Weiko,Improve workspace auth context surface (#18164),ambiguous_improvement,packages/twenty-server (118),118,449,673,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/cfeea43eafe6eff4f650235b3ae1f03ff2ca7ed9,yes
368,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-05,13e569eaac,13e569eaac8cf621ce258ef491bc8644bcd8b97e,Lucas Bordeau,Removed z-index dynamic logic for table (#18436),ambiguous_improvement,packages/twenty-front (12),12,29,374,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/13e569eaac8cf621ce258ef491bc8644bcd8b97e,yes
369,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-13,4b6c8d52e5,4b6c8d52e561db2fdf92e3d7502ec2a3e22ce922,Félix Malfait,Improve type safety and remove unnecessary store operations (#18622),ambiguous_improvement,packages/twenty-front (11),11,37,35,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/4b6c8d52e561db2fdf92e3d7502ec2a3e22ce922,yes
370,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-16,13ff7af297,13ff7af29775ea0544c21d848fcda6c3e7216b75,Thomas des Francs,Update sidebar section toggle to match Figma chevron (#18631),ambiguous_improvement,packages/twenty-front (1),1,14,7,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/13ff7af29775ea0544c21d848fcda6c3e7216b75,yes
371,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-01,low,2026-03-18,eb51f8e6da,eb51f8e6da72d0cf02caa28e48d1f6c8be8bdfe8,Raphaël Bosi,Remove front component and command menu item old seeds (#18737),ambiguous_improvement,packages/twenty-server (4),4,0,197,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/eb51f8e6da72d0cf02caa28e48d1f6c8be8bdfe8,yes
372,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-03-26,82611de9b6,82611de9b670656e1faa2bf72b2b5c41ac0f69fd,neo773,connected accounts follow up (#18998),ambiguous_improvement,packages/twenty-server (12),12,110,41,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/82611de9b670656e1faa2bf72b2b5c41ac0f69fd,yes
373,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-03-27,56056b885d,56056b885ddd5c21d74de540a9778fa6d5d17d0b,Etienne,refacto - remove hello-pangea/dnd from navigation-menu-item module (#19033),ambiguous_improvement,packages/twenty-front (9),9,35,230,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/56056b885ddd5c21d74de540a9778fa6d5d17d0b,yes
